Date,dji,hsi,n225,aord,sp500,sp500_Price,label
2017-09-26T00:00:00.000+0000,-0.000229313,0.000200042,-0.001437221,-0.000916201,3.13E-05,2496.840088,1
2017-09-27T00:00:00.000+0000,0.001097597,0.002038111,-0.00135087,-0.000310892,0.001770541,2507.040039,1
2017-09-28T00:00:00.000+0000,0.000786364,-0.003483428,0.002053538,0.000454878,0.000522843,2510.060059,1
2017-09-29T00:00:00.000+0000,0.000463337,0.00209661,-0.000145693,0.001014169,0.001606135,2519.360107,1
2017-10-04T00:00:00.000+0000,0.004944658,0.012810443,0.005730512,-0.001916801,0.003156875,2537.73999,1
2017-10-06T00:00:00.000+0000,0.002141674,0.001205133,0.0013465,0.004366765,0.001978947,2549.330078,1
2017-10-10T00:00:00.000+0000,0.001085819,0.000500131,0.002778518,0.002226882,0.000223078,2550.639893,1
2017-10-11T00:00:00.000+0000,0.000802212,-0.001546283,0.001202968,0.002513009,0.000782548,2555.23999,1
2017-10-12T00:00:00.000+0000,-0.000605754,0.001061263,0.001524977,0.001729054,-0.000733166,2550.929932,0
2017-10-13T00:00:00.000+0000,0.00058354,0.000265455,0.004134842,0.001522967,0.00038119,2553.169922,1
2017-10-16T00:00:00.000+0000,0.001615556,0.003287405,0.002055844,0.002391921,0.000759678,2557.639893,1
2017-10-17T00:00:00.000+0000,0.000765089,7.10E-05,0.001642865,0.002991532,0.000291999,2559.360107,1
2017-10-18T00:00:00.000+0000,0.003014057,0.000215895,0.000547845,-0.00024063,0.000322272,2561.26001,1
2017-10-19T00:00:00.000+0000,0.000101999,-0.008441198,0.001734048,0.000364506,0.000142424,2562.100098,1
2017-10-20T00:00:00.000+0000,0.003093712,0.005031765,0.000184647,0.00064081,0.00221655,2575.209961,1
2017-10-23T00:00:00.000+0000,-0.00101895,-0.002773704,0.004810724,-0.000830287,-0.001728664,2564.97998,0
2017-10-24T00:00:00.000+0000,0.00311991,-0.002321595,0.002166784,0.000386197,0.000702081,2569.129883,1
2017-10-25T00:00:00.000+0000,-0.002085507,0.002275713,-0.001947282,0.000742323,-0.002029873,2557.149902,0
2017-10-26T00:00:00.000+0000,0.001327103,-0.00154502,0.000642937,0.000711992,0.000551614,2560.399902,1
2017-10-27T00:00:00.000+0000,0.00061813,0.003626251,0.005334311,-0.000959316,0.003491993,2581.070068,1
2017-10-30T00:00:00.000+0000,-0.001586483,-0.001570577,6.35E-05,0.001046434,-0.00138869,2572.830078,0
2017-11-01T00:00:00.000+0000,0.001601685,0.003934385,0.007984168,0.001579346,0.001100874,2579.360107,1
2017-11-02T00:00:00.000+0000,0.00150311,-0.001147012,0.00229978,-0.000238695,8.25E-05,2579.850098,1
2017-11-03T00:00:00.000+0000,0.000423255,0.001292018,0,0.002028428,0.001342964,2587.840088,1
2017-11-06T00:00:00.000+0000,0.000170267,-0.000103389,0.000177821,-0.000223287,0.000551747,2591.129883,1
2017-11-07T00:00:00.000+0000,0.000162459,0.005995775,0.007433208,0.004316216,-8.21E-05,2590.639893,0
