Date,Open,High,Low,Close,Adj Close,Volume
2016-12-02,5560.399902,5560.399902,5502.600098,5502.600098,5502.600098,889641100
2016-12-05,5502.600098,5502.600098,5443.500000,5458.000000,5458.000000,755073400
2016-12-06,5458.000000,5507.500000,5458.000000,5486.600098,5486.600098,832166500
2016-12-07,5486.600098,5535.399902,5486.600098,5535.399902,5535.399902,870806200
2016-12-08,5535.399902,5605.500000,5535.399902,5599.000000,5599.000000,780947800
2016-12-09,5599.000000,5620.600098,5595.600098,5615.799805,5615.799805,771998400
2016-12-12,5615.799805,5639.899902,5609.899902,5619.100098,5619.100098,832568600
2016-12-13,5619.100098,5629.600098,5599.600098,5600.700195,5600.700195,851314200
2016-12-14,5600.700195,5650.500000,5600.700195,5639.700195,5639.700195,934095500
2016-12-15,5639.700195,5639.700195,5575.700195,5595.000000,5595.000000,1018780000
2016-12-16,5595.000000,5606.000000,5568.899902,5589.700195,5589.700195,1519075700
2016-12-19,5589.700195,5628.799805,5587.299805,5612.799805,5612.799805,754196800
2016-12-20,5612.799805,5655.000000,5608.399902,5640.000000,5640.000000,807754200
2016-12-21,5640.000000,5676.000000,5640.000000,5662.000000,5662.000000,734675900
2016-12-22,5662.000000,5691.899902,5652.700195,5691.799805,5691.799805,602862200
2016-12-23,5691.799805,5697.100098,5667.299805,5675.100098,5675.100098,491671300
2016-12-28,5675.100098,5739.299805,5675.100098,5732.399902,5732.399902,480062600
2016-12-29,5732.399902,5746.700195,5709.000000,5746.700195,5746.700195,433186100
2016-12-30,5746.700195,5746.700195,5718.299805,5719.100098,5719.100098,360120400
2017-01-03,5720.700195,5788.100098,5720.700195,5784.600098,5784.600098,498198500
2017-01-04,5784.600098,5792.899902,5781.200195,5788.200195,5788.200195,615850600
2017-01-05,5788.200195,5811.700195,5788.200195,5805.100098,5805.100098,573008400
2017-01-06,5805.100098,5818.399902,5801.399902,5809.000000,5809.000000,602420000
2017-01-09,5809.000000,5876.799805,5808.200195,5857.700195,5857.700195,651872400
2017-01-10,5857.700195,5857.700195,5800.299805,5813.000000,5813.000000,762272900
2017-01-11,5813.000000,5843.200195,5813.000000,5823.700195,5823.700195,715034700
2017-01-12,5823.700195,5852.899902,5813.899902,5821.600098,5821.600098,684223300
2017-01-13,5821.600098,5824.899902,5766.200195,5776.799805,5776.799805,693221200
2017-01-16,5776.799805,5817.799805,5776.799805,5803.000000,5803.000000,584463100
2017-01-17,5803.000000,5803.000000,5751.200195,5754.700195,5754.700195,690046600
2017-01-18,5754.700195,5754.700195,5714.500000,5733.700195,5733.700195,654187900
2017-01-19,5733.700195,5771.899902,5730.899902,5745.399902,5745.399902,694358900
2017-01-20,5745.399902,5745.399902,5702.200195,5709.700195,5709.700195,678151900
2017-01-23,5709.700195,5741.299805,5661.799805,5668.000000,5668.000000,659898600
2017-01-24,5668.000000,5709.399902,5668.000000,5706.299805,5706.299805,826162200
2017-01-25,5706.299805,5744.500000,5706.299805,5726.000000,5726.000000,874397100
2017-01-27,5726.000000,5765.600098,5723.299805,5765.600098,5765.600098,692842300
2017-01-30,5765.600098,5765.600098,5697.700195,5714.299805,5714.299805,613931700
2017-01-31,5714.299805,5714.299805,5661.200195,5675.000000,5675.000000,793258500
2017-02-01,5675.000000,5704.000000,5665.899902,5704.000000,5704.000000,805487900
2017-02-02,5704.000000,5720.899902,5682.299805,5696.399902,5696.399902,876164900
2017-02-03,5696.399902,5713.700195,5668.899902,5672.500000,5672.500000,763083800
2017-02-06,5672.500000,5708.600098,5659.200195,5665.399902,5665.399902,678764500
2017-02-07,5665.399902,5672.600098,5635.100098,5672.600098,5672.600098,911053300
2017-02-08,5672.600098,5707.500000,5671.100098,5703.399902,5703.399902,781381000
2017-02-09,5703.399902,5723.200195,5690.000000,5717.700195,5717.700195,786687800
2017-02-10,5717.700195,5772.700195,5717.700195,5771.600098,5771.600098,786237200
2017-02-13,5771.600098,5815.799805,5771.600098,5812.899902,5812.899902,844377000
2017-02-14,5812.899902,5846.799805,5810.200195,5810.899902,5810.899902,806237200
2017-02-15,5810.899902,5867.200195,5810.899902,5859.100098,5859.100098,834557300
2017-02-16,5859.100098,5880.899902,5839.799805,5863.000000,5863.000000,1045221900
2017-02-17,5863.000000,5866.299805,5845.700195,5851.000000,5851.000000,858927300
2017-02-20,5851.000000,5857.100098,5826.399902,5840.500000,5840.500000,756498100
2017-02-21,5840.500000,5840.700195,5821.000000,5835.399902,5835.399902,864834800
2017-02-22,5835.399902,5850.100098,5826.700195,5850.100098,5850.100098,928545700
2017-02-23,5850.100098,5850.100098,5812.899902,5832.500000,5832.500000,928522300
2017-02-24,5832.500000,5832.500000,5778.799805,5786.899902,5786.899902,1055255300
2017-02-27,5786.899902,5792.299805,5760.200195,5773.799805,5773.799805,899405500
2017-02-28,5773.799805,5801.399902,5761.000000,5761.000000,5761.000000,1178963800
2017-03-01,5761.000000,5761.000000,5724.100098,5750.899902,5750.899902,1059928000
2017-03-02,5750.899902,5820.700195,5750.899902,5820.700195,5820.700195,1059840400
2017-03-03,5820.700195,5820.700195,5757.200195,5775.399902,5775.399902,771604000
2017-03-06,5775.399902,5789.000000,5760.399902,5788.500000,5788.500000,712683600
2017-03-07,5788.500000,5814.500000,5761.799805,5801.899902,5801.899902,871701900
2017-03-08,5801.899902,5801.899902,5780.399902,5799.500000,5799.500000,927689900
2017-03-09,5799.500000,5799.500000,5768.899902,5780.500000,5780.500000,729630600
2017-03-10,5780.500000,5817.000000,5780.500000,5811.200195,5811.200195,773648100
2017-03-13,5811.200195,5811.200195,5782.799805,5794.600098,5794.600098,716132700
2017-03-14,5794.600098,5820.399902,5784.399902,5798.100098,5798.100098,793339700
2017-03-15,5798.100098,5813.899902,5769.500000,5813.700195,5813.700195,778510900
2017-03-16,5813.700195,5840.600098,5808.200195,5827.500000,5827.500000,1154927500
2017-03-17,5827.500000,5855.100098,5820.600098,5840.799805,5840.799805,1311169700
2017-03-20,5840.799805,5840.799805,5807.299805,5820.500000,5820.500000,654209700
2017-03-21,5820.500000,5823.700195,5805.399902,5819.500000,5819.500000,1037251900
2017-03-22,5819.500000,5819.500000,5728.799805,5732.000000,5732.000000,901360600
2017-03-23,5732.000000,5754.000000,5732.000000,5754.000000,5754.000000,894225000
2017-03-24,5754.000000,5810.299805,5752.700195,5796.100098,5796.100098,763369800
2017-03-27,5796.100098,5796.100098,5744.500000,5789.200195,5789.200195,773473200
2017-03-28,5789.200195,5860.399902,5789.200195,5860.399902,5860.399902,900456600
2017-03-29,5860.399902,5912.899902,5860.399902,5910.700195,5910.700195,916467300
2017-03-30,5910.700195,5934.899902,5910.700195,5931.799805,5931.799805,843104700
2017-03-31,5931.799805,5937.200195,5903.799805,5903.799805,5903.799805,846958700
2017-04-03,5903.799805,5910.799805,5881.399902,5909.700195,5909.700195,671248700
2017-04-04,5909.700195,5910.899902,5888.700195,5895.799805,5895.799805,736386200
2017-04-05,5895.799805,5919.500000,5887.000000,5915.899902,5915.899902,795495600
2017-04-06,5915.899902,5915.899902,5875.700195,5897.299805,5897.299805,754029700
2017-04-07,5897.299805,5928.299805,5879.899902,5902.600098,5902.600098,940549200
2017-04-10,5902.600098,5948.899902,5902.600098,5948.899902,5948.899902,765735000
2017-04-11,5948.899902,5983.200195,5935.399902,5964.600098,5964.600098,788884600
2017-04-12,5964.600098,5978.899902,5950.399902,5968.899902,5968.899902,1133380700
2017-04-13,5968.899902,5968.899902,5917.299805,5925.899902,5925.899902,1024647300
2017-04-18,5925.899902,5925.899902,5855.000000,5868.700195,5868.700195,0
2017-04-19,5868.700195,5868.700195,5826.700195,5839.899902,5839.899902,1091716400
2017-04-20,5839.899902,5859.200195,5837.299805,5854.399902,5854.399902,999598000
2017-04-21,5854.399902,5899.799805,5854.399902,5885.600098,5885.600098,865188400
2017-04-24,5885.600098,5922.799805,5885.100098,5900.700195,5900.700195,646724500
2017-04-26,5900.700195,5949.100098,5900.700195,5936.799805,5936.799805,991956300
2017-04-27,5936.799805,5947.299805,5931.100098,5944.399902,5944.399902,817750200
2017-04-28,5944.399902,5947.600098,5919.899902,5947.600098,5947.600098,891135800
2017-05-01,5947.600098,5976.399902,5940.200195,5976.399902,5976.399902,840011500
2017-05-02,5976.399902,5976.399902,5941.500000,5971.399902,5971.399902,947667200
